question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,masyarakat bisa menjual sampahnya kepada ecocash petugas akan mendatangi rumah pengguna jasa mengambil perangkat elektronik bekas lantas membayarnya perangkat yang rusak atau mati pun tetap ada harganya saat ini layanan penjemputan sampah elektronik secara gratis baru ada untuk wilayah jakarta dan tangerang daerah lain di jabodetabek bisa dilayani tetapi dikenai tarif tambahan untuk pengambilan barang perangkat elektronik tersebut akan kami salurkan untuk dipilah dan didaur ulang jadi peran kami adalah membantu orang orang meneruskan sampah elektronik mereka ke pihak pihak yang bisa mengelolanya tutur amrit gurbani co founder pt mitra kersa artha di kantornya jumat 3 7 menyerahkan limbah elektronik kepada pihak yang bisa mengolahnya dapat menjadi salah satu cara yang kita tempuh untuk mengatasi menumpuknya sampah elektronik selain mempertimbangkan masak masak sebelum membeli perangkat elektronik sementara itu kita tetap berharap perusahaan elektronik mau bertanggung jawab mengelola kembali produknya dan negara kita punya sistem yang terintegrasi untuk mengelola sampah,40,analisis_essay,analisis_essay-35,0.4,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,delete bokir tidak usah buat,1,analisis_essay,analisis_essay-35,0.01,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,melihat komposisi material dari produk elektronik ini kita bisa simpulkan bahwa nilai ekonomisnya sangat tinggi beberapa material bisa didaur ulang seperti plastik baik itu untuk menghasilkan bahan baku plastik kembali ataupun diolah untuk menghasilkan bahan bakar setara dengan bensin dan solar kemudian aneka macam logam seperti besi tembaga aluminium tentunya sangat bernilai ekonomis tinggi kalau bisa dimanfaatkan lagi belum lagi beberapa logam dalam jumlah yang kecil tetapi sangat bernilai seperti perak dan emas tentunya menjadikan daur ulang ini sangat menjanjikan ke depannya,48,analisis_essay,analisis_essay-35,0.48,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,melakukan pengumpulan sampah elektronik dan selanjutnya dipilah dan didaur ulang,23,analisis_essay,analisis_essay-35,0.23,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,melakukan recycle pada e waste yang masih bisa digunakan mengurangi penggunaan alat elektronik yang tidak perlu digunakan gunakan lah kembali alat listrik yang masih bisa digunakan,9,analisis_essay,analisis_essay-35,0.09,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,dalam buku e waste sampah elektronik 2015 penulis rafa jafar memberikan tips bagaimana memperlakukan barang bekas atau e waste sebelum akhirnya berakhir di dropbox ada langkah kecil yang dapat dilakukan untuk mengurangi sampah elektronik seperti jual tambah membawa ke tukang servis memberikan ke orang lain yang membutuhkan atau dikumpulkan untuk diberikan ke tempat pengolah e waste,26,analisis_essay,analisis_essay-35,0.26,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,membuang pada tempatnya,8,analisis_essay,analisis_essay-35,0.08,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,reduce reuse recycle,9,analisis_essay,analisis_essay-35,0.09,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,memisahkan antara sampah basah sampah kering dan sampah elektronik meningkatkan kreatifitas dengan mengelola sampah elektronik jangan membuang sampah lektronik sembarangan,43,analisis_essay,analisis_essay-35,0.43,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,recycle reuse refuse,9,analisis_essay,analisis_essay-35,0.09,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,recycle yaitu mendaur ulang sesuatu atau mengolah kembali suatu barang yang sudah tidak digunakan agar bisa dimanfaatkan kembali reuse adalah menggunakan kembali material atau bahan yang masih layak dipakai reduce adalah konsep pengurangan atau mengurangi pemakaian suatu material tertentu yang dianggap dapat mengurangi produksi sampah dan tidak menyebabkan konsupsi berlebih,28,analisis_essay,analisis_essay-35,0.28,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,didaur ulang,11,analisis_essay,analisis_essay-35,0.11,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,1 mendaur ulang 2 mengubah menjadi kerajinan tangan 3 memanfaatkan sparepart yang masih dapat digunakan,23,analisis_essay,analisis_essay-35,0.23,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,salurkan sampah elektronik daur ulang sampah elektronik menyimpannya di rumah,23,analisis_essay,analisis_essay-35,0.23,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,dengan melakukan scaning menggunakan software,0,analisis_essay,analisis_essay-35,0.0,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,dibuar kerajinan dikubur disimpan,9,analisis_essay,analisis_essay-35,0.09,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,dengan cara menghancurkannya dengan alat berat,7,analisis_essay,analisis_essay-35,0.07,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,melakukan pembersihan secara berkala memiliki aplikasi penghapus spam tidak menginstall hal hal yang tidak diperlukan,8,analisis_essay,analisis_essay-35,0.08,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,adanya satu perhatian dari instansi terkait dalam pengelola limbah membangun sistem database untuk medata jumlah volume limnbah mendorong kepeduliuan semua pihak,9,analisis_essay,analisis_essay-35,0.09,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,membersihkan hal yang mengandung spam melakukan scanning terhadap data pada komputer rutin melakukan defragment,5,analisis_essay,analisis_essay-35,0.05,35,teknologi
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,dilakukan pelelehan barang elektronik melakukan daur ulang dan upgreade bahan dari yang tidak layak menjadi layak,20,analisis_essay,analisis_essay-35,0.2,35,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang datanya bisa di tulis dan di hapus,42,analisis_essay,analisis_essay-36,0.42,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang dapat dihapus,27,analisis_essay,analisis_essay-36,0.27,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang datanya dapat ditulis serta dihapus tetapi akan hilang saat kehilangan power dalam kondisi off serta membutuhkan satu daya dalam mempertahankan memory,87,analisis_essay,analisis_essay-36,0.87,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang digunakan untuk penyimpanan sementara,28,analisis_essay,analisis_essay-36,0.28,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,adalah data yang datanya dapat ditulis dan dihapus tetapi akan hilang saat kehilangan power dan membutuhkan catu daya,84,analisis_essay,analisis_essay-36,0.84,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory,87,analisis_essay,analisis_essay-36,0.87,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile sementara memory ingatan jadi ingatan sementara,25,analisis_essay,analisis_essay-36,0.25,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang dapat bertambah ketika di butuhkan,8,analisis_essay,analisis_essay-36,0.08,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang,47,analisis_essay,analisis_essay-36,0.47,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory volatile adalah memori yang datanya dapat ditulis atau dihapus dan data akan hilang ketika tidak mendapat power daya memory jenis ini hanya untuk penyimpanan data sementara saja bukan untuk jangka waktu yang lama contoh dari memory volatile adalah ram random access memory digunakan sebagai memori utama untuk menyimpan program program atau data data yang sedang digunakan atau diperlukan oleh cpu saat dibutuhkan saja sementara,73,analisis_essay,analisis_essay-36,0.73,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory jangka pendek,11,analisis_essay,analisis_essay-36,0.11,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memori jangka pendek,7,analisis_essay,analisis_essay-36,0.07,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory,87,analisis_essay,analisis_essay-36,0.87,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,merupakan memory yang datanya dapat ditulis dan dihapus tetapi dapat hilang saat kondisi power off,73,analisis_essay,analisis_essay-36,0.73,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,merupakan memori yang akan hilang datanya keika arus listrik dipadamkan,30,analisis_essay,analisis_essay-36,0.3,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,tempat untuk menyimpan data volatile,27,analisis_essay,analisis_essay-36,0.27,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang digunakan untuk menyimpan data,23,analisis_essay,analisis_essay-36,0.23,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang jika tidak ada aliran listrik kondisi mati off dan membutuhkan daya untuk mempertahankan memory,93,analisis_essay,analisis_essay-36,0.93,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory tambahan,7,analisis_essay,analisis_essay-36,0.07,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile ialah memori sementara yang hilang apabila listrik mati atau komputer dimatikan contohnya ram,45,analisis_essay,analisis_essay-36,0.45,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah penyimpanan memory sementara yang mudah hilang,53,analisis_essay,analisis_essay-36,0.53,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang datanya dapat ditulis dan dihapus,45,analisis_essay,analisis_essay-36,0.45,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory contrary to non volatile memory is computer memory that requires power to maintain the stored information,10,analisis_essay,analisis_essay-36,0.1,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory,88,analisis_essay,analisis_essay-36,0.88,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory merupakan memory yang datanya dapat ditulis serta dihapus tetapi akan hilang saat kehilangan power kondisi off serta membutuhkan satu daya dalam mempertahankan memory contohnya adalah ram,85,analisis_essay,analisis_essay-36,0.85,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memori yang datanya sudah diisi oleh pembuat chip memori artinya user meminta kepada pabrik pembuat memori agar diisi sesuai dengan keinginannya,22,analisis_essay,analisis_essay-36,0.22,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah tempat penyimpanan data volatile,27,analisis_essay,analisis_essay-36,0.27,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory contohnya ram,84,analisis_essay,analisis_essay-36,0.84,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memori penyimapan,5,analisis_essay,analisis_essay-36,0.05,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,valatile memory tempat penyimpana data volatile,28,analisis_essay,analisis_essay-36,0.28,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,pengertian topologi jaringan komputer adalah suatu cara atau konsep untuk menghubungkan beberapa atau banyak komputer sekaligus menjadi suatu jaringan yang saling terkoneksi,0,analisis_essay,analisis_essay-36,0.0,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off dan membutuhkan catu daya dalam mempertahankan memory,87,analisis_essay,analisis_essay-36,0.87,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile bertentangan dengan memori non volatile adalah memori komputer yang membutuhkan kekuatan untuk mempertahankan informasi yang tersimpan mempertahankan isinya sementara bertenaga pada tetapi ketika listrik terganggu data yang disimpan hilang sangat cepat atau segera volatile memiliki beberapa kegunaan misalnya sebagai memori utama selain biasanya menjadi lebih cepat dari bentuk penyimpanan massal seperti hard disk drive yang volatilitas dapat melindungi informasi sensitif seperti itu menjadi tidak tersedia pada kekuasaan down sebagian besar tujuan umum random access memory ram adalah stabil,50,analisis_essay,analisis_essay-36,0.5,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah memory yang berisi data dan dapat ditulis maupun dihapus kembali,70,analisis_essay,analisis_essay-36,0.7,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah memory sementara untuk menjalankan komputer hal ini untuk menyeimbangkan antara ram dan processor,45,analisis_essay,analisis_essay-36,0.45,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory datanya yang dapat dihapus dan ditulis,45,analisis_essay,analisis_essay-36,0.45,36,teknologi
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah memory yang datanya tidak dapat dihapus ditulis kembali sehingga hanya bisa dibaca saja,50,analisis_essay,analisis_essay-36,0.5,36,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu centrak process unit gps global positioning system,78,analisis_essay,analisis_essay-37,0.78,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd lead cristal display cpu central processor unit,44,analisis_essay,analisis_essay-37,0.44,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd limited crystal diode cpu central processing unit gps global,45,analisis_essay,analisis_essay-37,0.45,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid cristal display cpu central processing unit gps global positioning system,94,analisis_essay,analisis_essay-37,0.94,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crsytal display cpu control processing unit gps global positioning system,94,analisis_essay,analisis_essay-37,0.94,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display central processing unit gps global positioning system,92,analisis_essay,analisis_essay-37,0.92,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu central personal unit,69,analisis_essay,analisis_essay-37,0.69,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,cpu central processing unit lcd liquid crystal display gps global positioning system,100,analisis_essay,analisis_essay-37,1.0,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu central processing unit gps global position system,92,analisis_essay,analisis_essay-37,0.92,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu central processing unit gps global positioning system,100,analisis_essay,analisis_essay-37,1.0,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu central processing unit gps graphical position satellite,75,analisis_essay,analisis_essay-37,0.75,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu central prosesing unit,69,analisis_essay,analisis_essay-37,0.69,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid cristal display cpu central processing unit gps global place system,78,analisis_essay,analisis_essay-37,0.78,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd adalah licuid display cpu adalah centar processing unit gps adalah global position system,53,analisis_essay,analisis_essay-37,0.53,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,liquid crystal display central processor unit global positioning system,77,analisis_essay,analisis_essay-37,0.77,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd adalah liquied control desktop cpu adalah control processor unit gps adalah google proyektor satelit,28,analisis_essay,analisis_essay-37,0.28,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu central personal unit gps global positioning system,87,analisis_essay,analisis_essay-37,0.87,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd adalah liquied control dekstop cpu adalah control processing unit gps adalah genji perfect seiha,33,analisis_essay,analisis_essay-37,0.33,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal dysplay cpu central processing unit gps global position system,90,analisis_essay,analisis_essay-37,0.9,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd adalah liquid crystal display cpu adalah central processing unit gps adalah global positioning system,100,analisis_essay,analisis_essay-37,1.0,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd adalah liquid crystal disply cpu adalah central procesing unit gps adlah global positiioning system,87,analisis_essay,analisis_essay-37,0.87,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd yaitu liquid crystal display cpu yaitu central processing unit gps yaitu global positioning system,100,analisis_essay,analisis_essay-37,1.0,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,liquid central display,23,analisis_essay,analisis_essay-37,0.23,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,liquid crystal display central processing unit global position system,82,analisis_essay,analisis_essay-37,0.82,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,liquid crystal display central processing unit global positioning system,88,analisis_essay,analisis_essay-37,0.88,37,teknologi
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,liquid crystal display central prosesor unit global position system,82,analisis_essay,analisis_essay-37,0.82,37,teknologi
