question,reference_answer,answer,score,dataset,dataset_num,soal_num
What is the main advantage associated with function arguments that are passed by reference?,it avoids making copies of large data structures when calling functions,gives access to the caller data directly also it allows for modifying the data,3.5,sag,sag-61,61
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,a doubly linked list allows you to delete a node without traversing the list to establish a trailing pointer,4.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,a doubly linked list allows you to traverse the list in either direction each node points to its successor as well as to its predecessor,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,doubly linked lists can traverse backwards though they still cannot access data at any point in the list it can be shorter to traverse backwards,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can traverse the list from front to back and back to front,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can traverse the list in reverse,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can point both forwards and backwards,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can traverse forwards and backwards through nodes,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,doubly linked lists allow backward movement through the nodes,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,they have double pointers so each node can point forwards or backwards making it a little easer to get to where you need,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,they can traverse in both directions,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,doubly linked lists can be traversed in both directions,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,ability to backtrack through a list,3.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,in a doubly linked list you can delete a node without having to traverse the list,4.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can go backwards in the linked list and access previous data easier without having to keep track of the previous item,4.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,the advantage is that each node points to bothe its predecessor and its successor there are no special cases for insertion and deletion,4.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can traverse the list both forward and backwards,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,a doubly linked list allows you to back up from a node rather than having to go through the entire list again,4.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,gives faster times for some operations such as insertion and deletion,5.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,the primary disadvantage of doubly linked lists are that1each node requires an extra pointer requiring more space and2the insertion or deletion of a node takes a bit longermore pointer operations,2.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,you can move forwards and backwards in the double linked list basic only moves forwards,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,given a node in the list one can navigate easily in either direction,4.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,a doubly linked list can be traversed either direction while a normal linked list can only be traversed from start to finish,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,a doubly linked list has pointers in both directions this allows for access from back to front as well as front to back,4.0,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,each node points to both its predecessor and its successor,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,double linked lists require more space per node and their elementary operations are more expensive but they are often easier to manipulate because they allow sequential access to the list in both directions,3.5,sag,sag-62,62
What is the main advantage of a doubly-linked list over a basic linked list?,all the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,double linked list are often easier to manipulate because they allow sequential access to the list in both direction,4.0,sag,sag-62,62
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,access to a particular element is very fast because its location in memory can be determined mathematically and accessed directly,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,array based implementation requires less memory than lined lists based implementation,3.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,any entitiy in an array may accessed immediately whereas a linked list must be traversed one item at a time because each object only points adjacent objects,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,link lists only allow sequential access where arrays allow random access,4.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,array bases implementations require less memory than a pointer bases one,3.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,array items are accessed directly with equal access time,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,direct access to elements and speed linked lists have increased search times to access elements even if the list is sorted like getting the last element without a pointer directly to the end of the list,4.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,arrays have a set list of values meaning you can pick a spot in the array such as a 7 picks the 8th spot in the array with linked lists you have to keep track with pointers if you want to take specific nodes out otherwise you must traverse the entire list,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,arrays being fixed are less error prone,2.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,you can access specific elements quickly in an array in a linked list you must traverse the list to get access the same element,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,you can go forwards and backwards and point to any piece of data at any given time where linked lists have to point to the next piece of data,3.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,array size is fixed but linked is not fixed data is also accessed quicker in array list also memory requirement is less and no pointers required arrays have random access and less overheads compared to linked list have sequential access only with too much overheads and no cache memory support on the other hand arrays allow random access while linked lists allow only sequential access to elements singly linked lists in fact can only be traversed in one direction,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,in arrays you have direct access to each element but in linked lists you have to traverse the list up to the element that you need,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,arrays allow for the random access of any item cotained a any time linked lists must be gone through toget to the desired item,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,on the other hand arrays allow random access while linked lists allow only sequential access to elements singly linked lists in fact can only be traversed in one direction,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,you do not have to iterate through the entire list to access elements,4.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,linked list has an increase complexity of the implementation the linked list has an array that keeps growing which leads to a increase in memory,2.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,take up less memory and are contiguously stored,4.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,you have to keep up with the head of the list,2.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,array can retrieve memory from any place in the list while in a link list you have to traverse through each individual node,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,an array is capable of accessing any part of that array based on the index the link list must be traversed from the beginning or the end that is data can only be accessed if it is adjacent to the previous or next nodes,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,arrays are good for random access and good for sequential access which are both in constant time where linked lists are linear for random access arrays are faster in this case,5.0,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,arrays require less memory than linked lists and allow direct access to a specified item also insertion and deletion in arrays does not require a list traversal,4.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,arrays are easier to implement and require less memory,3.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,array based implementations require less memory than a pointer based ones,3.5,sag,sag-63,63
What is the main advantage of arrays over linked lists?,the elements in an array can be accessed directlyas opposed to linked lists which require iterative traversal,you can go up and down an array but you can only go one direction while traversing a linked list,3.0,sag,sag-63,63
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists are abe to grow as needed to a new size,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,unlike arrays linked lists can insert and delete without shifting data and change in size easily,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists can be grown dynamically items do not require shifting and they have a greater awesome factor than that of arrays,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,array size is fixed but linked is not fixed,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,you can insert into and delete items from a pointer based linked list without shifting data,4.5,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,arrays must be of a defined size elements can be added to a linked list with o defining any size,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,the principal benefit of a linked list over a conventional array is that the order of the linked items may be different from the order that the data items are stored in memory or on disk allowing the list of items to be traversed in a different order a linked list is a self referential datatype because it contains a pointer or link to another datum of the same type linked lists permit insertion and removal of nodes at any point in the list in constant time,4.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,you can expand when you need it you do not have to predetermine the size,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists are able to grow and shrink in size as needed,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked list is able to grow in size as needed does not require the shifting of items during insertions and deletions,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,a linked list is not fixed in size and does not require the shifting of items during insertions and deletions,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,there is no limit as to how many you create where an array can only hold a given amount of information,3.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists have constant time insertion and deletion,3.5,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists have an indefinite size they can be added to and taken away from very easily with little difficulty in the shifting of data,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,the size of array is restricted to declaration insertion or deletion of values in middle of array is not possible,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,nearly infinite size limited only by system memory and also the ability to expand the size dynamically,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,they grow as needed while arrays are of fixed size,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,does not have a fixed size linked list is able to grow as needed the time to access an array bases list takes a contant amount of time where as an linked base like depends on i,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists can grow and shrink as you need them to arrays have a fixed size,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,a linked list may be increased in size as needed while an array s size is set when it is created,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,array has a fixed size but linked list is able to grow in size as needed,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,its resizeable,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,elements can be inserted into a link list at any point and does not need to be resized unlike an array needs to be,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,more memory can be allocated on the fly for more items,4.5,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,the size is not fixed easier sorting because of no shifting easier to insert items into the list,5.0,sag,sag-64,64
What is the main advantage of linked lists over arrays?,the linked lists can be of variable length,linked lists do not have a set size and can grow or shrink as needed,5.0,sag,sag-64,64
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the character array has an end of line character at the end of it,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the one that is type string has an extra string member the or 0 at the end,4.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the variable of type string has a terminating character 0 at the end of it,4.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,character arrays can call on individual letters were a string array can only call words,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,when you read a string of characters you also read in the white space when you read characters declared char you only read the characters no white space,3.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,in arrays strings are stored as a characterschar each character of string will be stored in each memory location of the array while string of characters is only one memory location,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the variable of type char each character is stored into a different memory address and can be accessed easly where as in a string of character its not easy to be able to access each character in the string,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,when the string is passed into the array char individual characters are stored and can be manipulated although when a word is stored into a string variable it is stored as one word and not as individual characters,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string variable can change in size and is passed to functions by value whereas a type char cannot change in size and is passed to functions by reference only,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string type string acts as a single object with individual char entities accessible only through specific string class functions a char array is less robust but allows direct access to specific char entities,3.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string of characters will have a null character or value at the end of the string,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,an array of characters has one more element its last element the terminating element or null which doesnt exist in a variable of type string,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string of characters is a specific variable type that has no extra data at the end a string of type char is all the characters and a null 0,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,when the characters are put in a char array there is also a null terminating character added to the end 0,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,string of characters that is read into a variable of type string includes,1.5,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string has variable size and function calls available while an character array usually has a static size,3.5,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,type char may contain a null value as the last element whereas type string will not,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,char array needs an end character signature and is made up of characters each separate from each other a string is an object in itself with a value that the user enters,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the type char has a nullnelement at the very end,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,an array of strings reads the string literals meaning anything within quotes a char array reads a string as each individual character,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a variable char is basically any non command key on the keyboard that you can press a string is a collection of letters or numbers that is stored together to be used later comonly strings are used for words chars can be used for less but can have opperations performed on them in a useful way,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the programmer must provide the null terminating character in a string of characters using type char and must also ensure that the array is large enough to contain the input string of characters and the null terminating character,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,string of characters are followed by a null statement type string is for example string s,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,string contains a word where as char can contain phrases or a string of characters,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string is a variable with a single entinty of letters combined into one while in a char each letter is assigned a memory value and each has its own variable assigned i e char 0 char 1,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string contains a null character at the end of the string which makes it easily possible to get the string length a char array can have a virtually unlimited length therefore its size must be declared or limited,4.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,an array of characters stores a null character at the end,5.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,character arrays will terminate at any whitespace including spaces strings terminate when they encounter the new line character,3.5,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,the difference is that a string that is declared a variable of type char is each char is included in the array versus the string of characters that is read into a variable,2.0,sag,sag-65,65
What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char []?,the char will automatically add a null 0 character at the end of the string,a string char adds a null value to the end of the string,5.0,sag,sag-65,65
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,do while runs the embedded code at least once the do command does not necessarily,4.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while statement will only process if the statement is met while a do while will always process once then only continue if the statement is met,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,no answer,0.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a do while loop will always execute atleast once a while loop may never execute depending on teh conditions,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,what is the main difference between a while and a do while statement the do while construct consists of a block of code and a condition first the code within the block is executed and then the condition is evaluated this is done until it is proven false the difference between the while loop is it tests the condition before the code within the block is executed,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while loop is pre checkit checks the condition statement before it executes the code within the while blocka do while loop is post checkit checks the condition after the block executes it runs at least once no matter what the condition statement is,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the loop of a do while statement always executes once,4.5,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the main difference between a do and a do while statement is in a do while statement is the statements in a do block are always executed atleast once the while statement will only execute if its condition is true,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,while statements will evaluate the statement before executing a cycle of the loop including the first cycle meaning that a while loop will not always execute a do while will run evaluate the statement after running through a cycle of the loop ensuring that the loop always executes at least one time,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,while statement the condition is checked for validity then is repeated until the conditon is false do while statement the code is performed at least once then checked for valid condition will continue to,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,while tests for true first before running do while runs once first before checking,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while statement will test the condition of the while loop first there is a chance the loop will never run a do while loop will always run once and then the while test will determine if it will run again,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while loop will check the statement to make sure it is true before executing a do while loop will execute before checking the statement to see if it should run again,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the termination condition of a do while statement is usually at the end of the loop so it will run at least once as for the while statement if the condition is false to begin with then the loop will never run,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,while loop used to execute a block of code as long as some condition is true a do while loop used to execute a block of code as long as some condition is satisfied the difference between while and do while is while loop tests its condition before the execution of its contents and the do while loop tests its condition after the execution of its contents at least once,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the main difference between a while and a do while loop is that the do while loop always cycles through the loop at least once but the while loop does not always do so,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,do while statements evaluate whether or not to loop after running the block contained within it at least once so the main differance is that while statements have a possibility of never being used do while statements on the other hand are always run at least once before evaluating whether to run again,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the do statement first evaluates the condition and then executes the lines of code in the statement 0 or more times the do while statement executes the lines of code and then it evaluates the condition,4.5,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a do while loop always executes once a while loop s conditional statement has to be true for it to run,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the statements within the block of the do while loop will always be executed at least once regardless of the conditions whereas the while loops may never be executed if the conditions are not met,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a do while statement s body always executes at least once where as a while statement will not execute at all unless the condition for the while is true,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while loop checks if the condition is true or not first if it was true it excutes the statement a do while loop executes the statement before it checks the condition if the condition was true it would excute the statement again so a do while loop would excute the statement atleast once,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a do while statement will always execute the do piece of code at least once before checking the condition a while statement will always check the condition first,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,while loop evaluates its expression at the top of its loop and decides if it needs to execute and the do while always executes at least once and then evaluates its expression at the bottom of its loop,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a do while passes atleast 1 time before checking the condition however a while would fail to enter the loop if the condition fails in its first place,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while loop terminates at the beginning of the loop a do or while terminates at the end of the loop,3.5,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a do while loop will always run through once while an while loop performs a test before running through the loop,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,a while statement tests the condition before it can start a do while statement loops through once before the condition is tested,5.0,sag,sag-66,66
What is the main difference between a while and a do ... while statement?,the block inside a do while statement will execute at least once,the loop body always executes at least once,3.5,sag,sag-66,66
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,the strings declared using an array of characters have a null element added at the end of the array,strings declared using an array of characters could result in data loss if character array not initialized large enough,4.0,sag,sag-67,67
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,the strings declared using an array of characters have a null element added at the end of the array,if by type string the array contains an additional terminating null character,4.0,sag,sag-67,67
What is the main difference between strings declared using the type string versus strings declared using an array of characters?,the strings declared using an array of characters have a null element added at the end of the array,the array of characters has a set length while the type string has virtually unlimited length,4.0,sag,sag-67,67
