question,reference_answer,answer,score,dataset,dataset_num,normalized_score,similarity_0,predicted_score_0,predicted_score_1,predicted_score_2
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,1 rajin mencuci rambut 2 menggunakan sampo yang sesuai dengan kondisi rambut 3 menggunakan handuk yang bersih 4 menggunakan bahan alami untuk perawatan rambut 5 rajin menyisir rambut 6 tidak menggunakan bahan kimia yang berlebihan untuk rambut 7 istirahat yang cukup 8 makan makanan yang bergizi 9 memotong rambut secara rutin 10 menghindari stress,45,analisis_essay,analisis_essay-3,0.45,0.34746265,0.36864212,0.4363513,0.42329338
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia myanmar thailan brunai darusalam malaysia hongkong cina vietnam timor leste,52,analisis_essay,analisis_essay-30,0.52,0.7871548,0.7922603,0.65601873,0.6071749
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia singapura malaysia brunei darussalam kamboja vietnam filipina myanmar laos dan thailand,97,analisis_essay,analisis_essay-30,0.97,0.99215144,0.9897629,0.9945851,0.9605894
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia malaysia singapore kamboja filiphina laos myanmar brunei darusallam vietnam thailand,90,analisis_essay,analisis_essay-30,0.9,0.9336988,0.933447,0.8698837,0.90479946
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,indonesia malaysia singapura laos kamboja philipina brunie darussalam thailand vietnam myanmar,90,analisis_essay,analisis_essay-30,0.9,0.93676305,0.93639934,0.9405384,0.9197136
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,1 indonesia 2 singapura 3 malaysia 4 thailand 5 kamboja 6 laos 7 brunei darussalam 8 vietnam 9 filiphina 10 myanmar,90,analisis_essay,analisis_essay-30,0.9,0.8516577,0.85440516,0.8520387,0.87869215
Sebutkan 10 anggota ASEAN yang anda ketahui. ,indonesia thailand malaysia singapura filipina brunei darussalam vietnam laos myanmar dan kamboja,10 anggota asean indonesia malaysia singapura myanmar kamboja brunei darussalam laos thailand vietnam philippines,89,analisis_essay,analisis_essay-30,0.89,0.9068432,0.9075732,0.83500105,0.84522563
Apa yang dimaksud dengan komputer? (Jawab dalam 1-3 kalimat) ,komputer adalah rangkaian mesin elektronik yang dapat bekerja sama sistem ini digunakan untuk memudahkan pekerjaan manusia komputer bekerja otomatis berdasarkan urutan instruksi atau program yang diberikan,alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan kata computer pada awalnya dipergunakan untuk menggambarkan orang yang perkerjaannya melakukan perhitungan aritmatika dengan atau tanpa alat bantu tetapi arti kata ini kemudian dipindahkan kepada mesin itu sendiri,29,analisis_essay,analisis_essay-31,0.29,0.2937023,0.31684712,0.31836027,0.26611453
Apa yang dimaksud dengan komputer? (Jawab dalam 1-3 kalimat) ,komputer adalah rangkaian mesin elektronik yang dapat bekerja sama sistem ini digunakan untuk memudahkan pekerjaan manusia komputer bekerja otomatis berdasarkan urutan instruksi atau program yang diberikan,menerima mengolah dan memberikan informasi,7,analisis_essay,analisis_essay-31,0.07,0.015736198,0.04904268,0.062013783,0.12413898
Apa yang dimaksud dengan komputer? (Jawab dalam 1-3 kalimat) ,komputer adalah rangkaian mesin elektronik yang dapat bekerja sama sistem ini digunakan untuk memudahkan pekerjaan manusia komputer bekerja otomatis berdasarkan urutan instruksi atau program yang diberikan,komputer adalah alat yang dipakai untuk mengolah data menurut prosedur yang telah dirumuskan,27,analisis_essay,analisis_essay-31,0.27,0.22938602,0.25488204,0.2690596,0.20342894
Apa yang dimaksud dengan komputer? (Jawab dalam 1-3 kalimat) ,komputer adalah rangkaian mesin elektronik yang dapat bekerja sama sistem ini digunakan untuk memudahkan pekerjaan manusia komputer bekerja otomatis berdasarkan urutan instruksi atau program yang diberikan,secara umum komputer adalah sekumpulan alat elektronik dimana satu dengan yang lainnya saling bekerja sama terkoordinasi dibawah kontrol program dengan kemampuan dapat menerima data dan mengolah data,28,analisis_essay,analisis_essay-31,0.28,0.3019715,0.324814,0.33964232,0.29065385
Apa yang dimaksud dengan komputer? (Jawab dalam 1-3 kalimat) ,komputer adalah rangkaian mesin elektronik yang dapat bekerja sama sistem ini digunakan untuk memudahkan pekerjaan manusia komputer bekerja otomatis berdasarkan urutan instruksi atau program yang diberikan,alat untuk mempermudah pekerjaan manusia alat untuk mempersingkat waktu dalam pekerjaan,22,analisis_essay,analisis_essay-31,0.22,0.20185357,0.22835611,0.30858028,0.25086406
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,kegiatan bisnis mudah berjalan tidak ada batas jarak antara penjual dan pembeli tidak ada batas waktu antara penjual dan pembeli,32,analisis_essay,analisis_essay-32,0.32,0.29089218,0.31413972,0.30660993,0.26819405
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,mempercepat kinerja bisnis membuat pekerjaan bisnis jadi lebih mudah mempermudah memonitoring karyawan,25,analisis_essay,analisis_essay-32,0.25,0.2794939,0.30315813,0.26325548,0.27565685
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,kemajuan teknologi komunikasi yang cepat dapat mempermudah komunikasi antara suatu tempat dan tempat yang lain semakin maraknya penggunaan tik akan semakin membuka lapangan pekerjaan bisnis yang berbasis tik atau yang biasa disebut e commerce dapat mempermudah transaksi traansaksi bisnis suatu perusahaan atau perorangan dengan fasilitas pemasangan iklan di internet pada situs situs tertentu akan mempermudah kegiatan promosi dan pemasaran suatu produk,39,analisis_essay,analisis_essay-32,0.39,0.29589567,0.31896028,0.38559294,0.3438447
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,1 semakin maraknya penggunaan tik akan semakin membuka lapangan pekerjaan 2 bisnis yang berbasis tik atau yang biasa disebut e commerce dapat mempermudah transaksi traansaksi bisnis suatu perusahaan atau perorangan 3 dengan fasilitas pemasangan iklan di internet pada situs situs tertentu akan mempermudah kegiatan promosi dan pemasaran suatu produk,29,analisis_essay,analisis_essay-32,0.29,0.25925416,0.2836583,0.32375115,0.3124868
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,semakin maraknya penggunaan tik akan semakin membuka lapangan pekerjaan bisnis yang berbasis tik atau yang biasa disebut e commerce dapat mempermudah transaksi traansaksi bisnis suatu perusahaan atau perorangan dengan fasilitas pemasangan iklan di internet pada situs situs tertentu akan mempermudah kegiatan promosi dan pemasaran suatu produk,26,analisis_essay,analisis_essay-32,0.26,0.27472076,0.2985595,0.32120344,0.26165864
Sebutkan keuntungan-keuntungan yang bisa diperoleh dari penerapan teknologi dalam kegiatan bisnis? (Sebutkan minimal 3) ,memperluas pemasaran sehingga tidak mempermasalahkan jarak dan waktu mengurangi biaya produksi promosi mempermudah penyimpanan data penjualan data barang maupun laporan keuangan menggantikan pekerjaan manual menjadi otomatis proses produksi lebih cepat dan praktis,kecepatan transaksi kenyamanan pelanggan ketepatan transaksi,19,analisis_essay,analisis_essay-32,0.19,0.25601792,0.28054035,0.19398896,0.21928845
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,perangkat keras adalah komponen pada komputer yang dapat terlihat dan disentuh secara fisik jadi rupa secara fisik dari komputer dapat kita sebut sebagai hardware contohnya printer mouse lcd keyboard dan cpu,77,analisis_essay,analisis_essay-33,0.77,0.7421028,0.74885535,0.74197704,0.67155355
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,hardware perangkat keras adalah salah satu komponen dari sebuah komputer yang sifat alat nya bisa dilihat dan diraba secara langsung atau yang berbentuk nyata yang berfungsi untuk mendukung proses komputerisasi contohnya keyboard mouse scanner monitor hdd power supply vga card ram,78,analisis_essay,analisis_essay-33,0.78,0.5028626,0.5183611,0.65437037,0.64689124
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,hardware adalah perangkat keras komputer mouse speaker printer keyboard cpu,48,analisis_essay,analisis_essay-33,0.48,0.4744901,0.4910258,0.49516094,0.4789553
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,adalah perangkat keras komputer yang berada di luar,24,analisis_essay,analisis_essay-33,0.24,0.22018406,0.24601649,0.18986695,0.21930441
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,hardwar artinya adalah perangkat keras contohnya power supply cpu hard disk video adaptor dan sound card,42,analisis_essay,analisis_essay-33,0.42,0.32073927,0.3428957,0.41380903,0.27333534
Jelaskan yang dimaksud dengan hardware dan berikan contohnya (minimal 5). ,hardware perangkat keras adalah suatu komponen yang ada pada komputer bisa dilihat secara kasat mata dan dapat disentuh secara fisik contoh mouse monitor keyboard printer kamera cpu kabel router bridge hub,hardware adalah sebuah perangkat keras komputer contohnya mouse keyboard monitor harddisk external flasdisk dll,47,analisis_essay,analisis_essay-33,0.47,0.4361586,0.4540956,0.49462223,0.53621894
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data merupakan sekumpulan informasi informasi merupakan hal hal yang bisa dimasukkan ke dalam data,22,analisis_essay,analisis_essay-34,0.22,0.38185078,0.40177312,0.2891009,0.285608
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah bahan baku informasi informasi adalah hasil pengolahan dan manipulasi data pengetahuan adalah ilmu yang di dapat setelah kita menerima data dan informasi,42,analisis_essay,analisis_essay-34,0.42,0.48029757,0.49662095,0.40445715,0.3304765
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah kumpulan informasi yang belum diolah informasi adalah kumpulan data yang sudah diolah pengetahuan adalah kumpulan data yang diperoleh dari beberapa informasi yang bisa ditanggungjawabkan,47,analisis_essay,analisis_essay-34,0.47,0.5353468,0.5496577,0.45197168,0.47725525
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah fakta mentah yang belum diolah informasi adalah fakta yang sudah mengalami proses pengolahan pengetahuan adalah informasi yang telah dipadukan dan menghasilkan sebuah pemahaman baru,55,analisis_essay,analisis_essay-34,0.55,0.5125663,0.5277101,0.5622306,0.53919095
"Apa perbedaan dari data, informasi dan pengetahuan? ",data merupakan rangkaian fakta yang mewakili suatu kejadian atau dapat di sebut dengan simbol yang terekam informasi adalah makna yang dapat di tafsirkan dari data pengetahuan adalah informasi yang telah dimaknai sehingga dapat digunakan untuk meningkatkan pengertian atau pemahaman,data adalah sekumpulan informasi informasi adalah pengetahuan dari sumber yang didapat pengetahuan adalah ilmu yang sudah ada,21,analisis_essay,analisis_essay-34,0.21,0.43388522,0.4519053,0.34779882,0.34327275
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,menggunakan barang secara bijak,13,analisis_essay,analisis_essay-35,0.13,-0.00071521103,0.03319269,0.07177334,0.10348512
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,mendaur ulang sampah memanfaatkan sebagai bahan yg lebih penting,22,analisis_essay,analisis_essay-35,0.22,0.19482651,0.22158594,0.27723306,0.2066396
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,dengan merefresh dan scan dengan mengistall ulang dengan merepair dengan maintenance,8,analisis_essay,analisis_essay-35,0.08,0.028710868,0.061543033,0.12058403,0.12417729
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,recycle reuse refuse,9,analisis_essay,analisis_essay-35,0.09,0.02011915,0.0532654,0.04814916,0.046170145
Bagaimana cara mengatasi sampah elektronik (e-waste)? (Sebutkan minimal 3) ,mendaur ulang sampah elektronik menjadi barang yang berguna dan memiliki nilai jual memisahkan barang elektronik sesuai komposisi bahannya tidak membuang sembarangan sehingga karena dapat mencemari lingkungan dikembalikan kepada produsen elektronik,disimpan di daur ulang dijadikan pajangan,12,analisis_essay,analisis_essay-35,0.12,0.0812465,0.112158105,0.115354724,0.13178751
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah memory yang berisi data dan dapat ditulis maupun dihapus kembali,70,analisis_essay,analisis_essay-36,0.7,0.611941,0.6234518,0.5643247,0.46319115
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile sementara memory ingatan jadi ingatan sementara,25,analisis_essay,analisis_essay-36,0.25,0.36958438,0.38995513,0.21898507,0.18449734
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,volatile memory adalah penyimpanan memory sementara yang mudah hilang,53,analisis_essay,analisis_essay-36,0.53,0.41633388,0.43499562,0.38610134,0.3179828
Apa yang dimaksud dengan volatile memory? ,volatile memory adalah memory yang datanya dapat ditulis dan dihapus tetapi hilang saat kehilangan power kondisi off atau mati lampu,memory yang dapat dihapus,27,analisis_essay,analisis_essay-36,0.27,0.24463636,0.26957488,0.2524335,0.19359939
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,gpu atau sering juga disebut vga adalah saalah satu hardware pendukung bagi para desainer dan gamer yang memang kebutuhan grafisnya lebih berat daripada vga onboard yang sudah ada dari mainboard gpu kepanjangan dari graphic processing unit singkatan gpu dan cpu memang tidak jauh berbeda fungsi utama dari gpu itu sendiri memang di khususkan untuk mem proses penggunaan grafik yang memang berat dan vga onboard tidak sanggup untuk menjalankan kebutuhan grafik tinggi tersebut namun bukan berarti vga onboard sekarang tidak cukup untuk menjalakan beberapa penggunaan grafis grafik sebatas 3d biasa cpu kepanjangannya adalah central processing unit cpu bertanggung jawab untuk melakukan semua dari perhitungan matematika yang diperlukan oleh komputer agar dapat berfungsi dengan baik dikarenakan komputer tidak dapat berfungsi tanpa cpu yang mungkin juga disebut sebagai central processor atau hanya prosesor saja tidak jarang terdengar orang merujuk ke cpu sebagai otak dari sebuah komputer gps atau global positioning system dalam pengertian sederhana adalah salah satu sistem yang akan membantu kita untuk mengetahui posisi kita berada saat ini gps bekerja dengan menstransmisikan sinyal dari satelit ke perangkat gps handphone atau blackberry yang dilengkapi teknologi gps misalnya untuk memperoleh detil posisi yang seakurat mungkin gps sebaiknya digunakan di ruang terbuka penggunaan gps di dalam ruangan hutan ataupun di tempat yang banyak gedung gedung tinggi akan membuat gps bekerja kurang akurat,25,analisis_essay,analisis_essay-37,0.25,0.32580373,0.34777498,0.5069405,0.4640964
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display central processing unit gps global positioning system,92,analisis_essay,analisis_essay-37,0.92,0.9773604,0.9755126,0.9160363,0.9879689
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd adalah liquid crystal disply cpu adalah central procesing unit gps adlah global positiioning system,87,analisis_essay,analisis_essay-37,0.87,0.86375153,0.8660569,0.7565077,0.70957303
"Apa kepanjangan dari LCD, CPU dan GPS? ",lcd liquid crystal display cpu central processing unit gps global positioning system,lcd liquid crystal display cpu centrak process unit gps global positioning system,78,analisis_essay,analisis_essay-37,0.78,0.99376065,0.9913132,0.8567615,0.93284774
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,cupcake donat eclare foyo gingerbread honeycomb icecreamsandwich jellybean kitkat lolipop marshmallow,87,analisis_essay,analisis_essay-38,0.87,0.79113716,0.79609716,0.7477303,0.7499352
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,1 android versi 1 0 astro 2 android versi 1 1 bender 3 android versi 1 5 cupcake 4 android versi 1 6 donut 5 android versi 2 0 2 1 eclair 6 android versi 2 2 froyo frozen yoghurt 7 android versi 2 3 gingerbread 8 android versi 3 0 3 1 honeycomb 9 android versi 4 0 ics ice cream sandwich 10 android versi 4 1 jelly bean 11 android versi 4 4 kitkat 12 android l 5 0,72,analisis_essay,analisis_essay-38,0.72,0.64312947,0.6535002,0.64684486,0.687737
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,jelly beans lollypoop,10,analisis_essay,analisis_essay-38,0.1,0.13306569,0.16208293,0.2608633,0.17712964
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,cupcake 1 5 donut 1 6 eclair 2 0 2 1 froyo 2 2 2 2 3 gingerbread 2 3 2 3 7 honeycomb 3 0 3 2 6 ice cream sandwich 4 0 4 0 4 jelly bean 4 1 4 3 dan kitkat 4 4,67,analisis_essay,analisis_essay-38,0.67,0.7940279,0.79888225,0.7561508,0.7120493
Sebutkan nama versi android dari Cupcake hingga saat ini. ,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat dan lolypop,cupcake donut eclair froyo gingerbread honeycomb ice cream sandwich jelly bean kitkat lollipop marshmallow,91,analisis_essay,analisis_essay-38,0.91,0.93127275,0.93110967,0.9501274,0.9340576
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,pengertian topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan keterbatasan resource dan keterbatasan biaya berarti topologi topologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan topologi jaringan ada beberapa bentuk sebagai berikut topologi bus topologi cincin topologi token ring topologi bintang topologi pohon tree,55,analisis_essay,analisis_essay-39,0.55,0.48549962,0.5016328,0.5793741,0.5493721
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,pengertian topologi jaringan adalah bagian yang menjelaskan hubungan antar komputer yang di bangun berdasarkan kegunaan keterbatasan resource dan keterbatasan biaya berarti topologi topologi jaringan yang ada bisa disesuaikan dengan keadaan di lapangan topologi bus topologi cincin topologi token ring topologi bintang topologi pohon tree,55,analisis_essay,analisis_essay-39,0.55,0.49517053,0.5109502,0.5478736,0.5221298
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,jaringan yang mencakut dalam satu area untuk gedung untuk rumah untuk pabrik,20,analisis_essay,analisis_essay-39,0.2,0.202947,0.22940958,0.16987124,0.17775954
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,susunan jaringan yang digunakan dalam lan contohnya topologi bus topologi star topologi ring,53,analisis_essay,analisis_essay-39,0.53,0.42721713,0.445481,0.42127672,0.42973378
Apa yang dimaksud topologi jaringan LAN dan sebutkan contoh topologi tersebut (minimal 3). ,topologi jaringan adalah struktur jaringan fisik yang digunakan untuk implementasi lan local area network unsur dasar penyusun jaringan yaitu node link dan station contoh topologi bintang star topologi cincin ring topologi bus topologi pohon tree topologi linier,topologi ring pada topologi ring setiap komputer di hubungkan dengan komputer lain dan seterusnya sampai kembali lagi ke komputer pertama dan membentuk lingkaran sehingga disebut ring topologi ini berkomunikasi menggunakan data token untuk mengontrol hak akses komputer untuk menerima data misalnya komputer 1 akan mengirim file ke komputer 4 maka data akan melewati komputer 2 dan 3 sampai di terima oleh komputer 4 jadi sebuah komputer akan melanjutkan pengiriman data jika yang dituju bukan ip address dia topologi jaringan komputer kelebihan dari topologi jaringan komputer ring adalah pada kemudahan dalam proses pemasangan dan instalasi penggunaan jumlah kabel lan yang sedikit sehingga akan menghemat biaya kekurangan paling fatal dari topologi ini adalah jika salah satu komputer ataupun kabel nya bermasalah maka pengiriman data akan terganggu bahkan error,42,analisis_essay,analisis_essay-39,0.42,0.44656503,0.46412158,0.34944528,0.38277057
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,mandi sebelum brangkat kuliah atau kekantor jangan berinteraksi dengan komputer secara terus menerus regangkan otot otot ketika sudah mulai lelah minum air putih,23,analisis_essay,analisis_essay-4,0.23,0.1534025,0.18167628,0.15577467,0.1325798
Sebutkan 8 cara menyegarkan pikiran saat kuliah atau di kantor?,1 melakukan latihan atau aktivitas fisik bisa merangsang tenaga dan menyegarkan pikiran 2 tertawa merupakan obat yang paling baik untuk melawan kebosanan karena meningkatkan suasana hati mood 3 melakukan latihan mental seperti melakukan mainan puzzle atau teka teki silang 4 melakukan sosialisasi interaksi manusia bisa menjaga pikiran agar tetap segar 5 tidur siang sejenak hal ini tidak hanya menyegarkan pikiran tapi bisa menjadi fondasi yang kuat dalam hal produktivitas 6 mencium sesuatu yang menyenangkan aroma seperti dari lilin aromaterapi atau bau secangkir kopi panas 7 melakukan pemijatan pijat adalah cara sempurna untuk meredakan ketegangan dan mengurangi stres 8 melamun untuk jangka waktu singkat melamun bisa memberikan imajinasi dan menyegarkan pikiran,tidur ke mall makan nonton film mendengarkan musik jalan jalan,21,analisis_essay,analisis_essay-4,0.21,0.11022443,0.14007668,0.19154249,0.11913614
